name,text,pseudo_gloss
train/20October_2009_Tuesday_tagesschau-3600,am freitag und samstag wechseln sich sonnenschein und regenwolken ab,Freitag Samstag wechseln sich Sonnenschein Regenwolken
train/20October_2009_Tuesday_tagesschau-3601,es bleibt aber weiterhin recht mild,es bleiben aber weiterhin recht mild
train/07May_2010_Friday_tagesschau-3602,und nun die wettervorhersage für morgen samstag den achten mai,nun Wettervorhersage morgen Samstag achter Mai
train/07May_2010_Friday_tagesschau-3603,auch morgen bestimmt tiefer luftdruck unser wetter,auch morgen bestimmen tief Luftdruck Wetter
train/07May_2010_Friday_tagesschau-3604,vor allem im norden und süden deutschlands dominieren wolken das geschehen während sich in der mitte auch häufiger mal die sonne zeigen kann,alle Norden Süden Deutschland dominieren Wolken geschehen sich Mitte auch häufig mal Sonne zeigen
train/07May_2010_Friday_tagesschau-3605,im norden bleibt der himmel heute nacht meist bedeckt und gebietsweise fällt leichter regen,Norden bleiben Himmel heute Nacht meist bedeckt gebietsweise fallen leicht Regen
train/07May_2010_Friday_tagesschau-3606,richtung alpen gibt es einzelne schauer sonst meist trocken und in manchen regionen klart es auch auf besonders dort kann sich nebel bilden,richtung alpen geben es einzeln Schauer sonst meist trocken region klarn es auch besonders dort sich Nebel bilden
train/07May_2010_Friday_tagesschau-3607,auch morgen im norden viele wolken die hier und da etwas regen bringen,auch morgen Norden Wolke der hier da Regen bringen
train/07May_2010_Friday_tagesschau-3608,südlich der donau können sich vor allem am nachmittag schauer und einzelne gewitter entwickeln,südlich Donau sich alle Nachmittag Schauer einzeln Gewitter entwickeln
train/07May_2010_Friday_tagesschau-3609,im übrigen land mal wolkig mal freundlich und meist trocken,übrig Land mal wolkig mal freundlich meist trocken
train/07May_2010_Friday_tagesschau-3610,von einzelnen gewitterböen im süden abgesehen weht der wind überwiegend schwach aus unterschiedlichen richtungen,einzeln Gewitterbö Süden absehen wehen Wind überwiegend schwach unterschiedlich richtungen
train/07May_2010_Friday_tagesschau-3611,wo es heute nacht länger aufklart ist leichter frost möglich,wo es heute Nacht lang aufklaren leicht Frost möglich
train/07May_2010_Friday_tagesschau-3612,in der lausitz unter wolken bis acht grad,Lausitz Wolken acht Grad
train/07May_2010_Friday_tagesschau-3614,im süden wird es in den nächsten tagen wärmer das ist aber schon der einzige lichtblick denn ansonsten bleibt es wechselhaft mit regen zum teil auch mit kräftigen schauern und gewittern,Süden es nächster Tag warm der aber schon einzig lichtblick ansonsten bleiben es wechselhaft Regen Teil auch kräftig Schauer gewittern
train/07May_2010_Friday_tagesschau-3615,die sonne spielt dabei nur eine nebenrolle,Sonne spielen dabei nur nebenrolle
train/28January_2013_Monday_tagesschau-3616,und nun die wettervorhersage für morgen dienstag den neunundzwanzigsten januar,nun Wettervorhersage morgen Dienstag neunundzwanzigster Januar
train/28January_2013_Monday_tagesschau-3617,in den kommenden tagen bestimmen tiefs über dem atlantik unser wetter,kommend Tag bestimmen tief Atlantik Wetter
train/28January_2013_Monday_tagesschau-3618,die luft die dabei zu uns strömt ist sehr mild,Luft der dabei uns strömen sehr mild
train/28January_2013_Monday_tagesschau-3619,tauwetter erwartet uns,Tauwetter erwarten uns
train/28January_2013_Monday_tagesschau-3620,in der nacht breitet sich von westen regen aus auf den bergen sowie in der osthälfte muss teilweise noch mit schnee oder gefrierendem regen gerechnet werden,Nacht breiten sich Westen Regen Berg Osthälfte teilweise noch Schnee gefrierend Regen rechnen
train/28January_2013_Monday_tagesschau-3621,am tag regnet es zunächst im osten noch danach lockert es dort sowie im norden auch mal auf,Tag regnen es zunächst Osten noch danach lockern es dort Norden auch mal
train/28January_2013_Monday_tagesschau-3622,vor allem in der südwesthälfte regnet es teilweise länger,alle Südwesthälfte regnen es teilweise lang
train/28January_2013_Monday_tagesschau-3623,im bayerischen wald schneit es mitunter noch kräftig,bayerisch Wald schneien es mitunter noch kräftig
train/28January_2013_Monday_tagesschau-3625,in der nacht vier grad am niederrhein und minus fünf grad an den alpen,Nacht vier Grad Niederrhein minus fünf Grad alpen
train/28January_2013_Monday_tagesschau-3626,am tag drei grad im bayerischen wald und elf grad in der kölner bucht,Tag drei Grad bayerisch Wald elf Grad Kölner Bucht
train/28January_2013_Monday_tagesschau-3627,die aussichten am mittwoch lockert es im süden auch mal auf sonst regnet es ab und an dazu ist es sehr windig,Aussicht Mittwoch lockern es Süden auch mal sonst regnen es an dazu es sehr windig
train/28January_2013_Monday_tagesschau-3628,am donnerstag ist es erst teilweise freundlich später kommen von westen regen und wind auf,Donnerstag es erst teilweise freundlich spät kommen Westen Regen Wind
train/28January_2013_Monday_tagesschau-3629,am freitag ist es weiterhin wechselhaft und windig,Freitag es weiterhin wechselhaft windig
train/02December_2010_Thursday_tagesschau-3630,und nun die wettervorhersage für morgen freitag den dritten dezember,nun Wettervorhersage morgen Freitag dritter Dezember
train/02December_2010_Thursday_tagesschau-3632,ein zweites das vom mittelmeer zur slowakei zieht lässt es im südosten schneien,zweiter der Mittelmeer Slowakei ziehen lässt es Südosten schneien
train/02December_2010_Thursday_tagesschau-3633,zwischen diesen beiden tiefs kann es heute nacht im süden und in der mitte aufklaren,tiefs es heute Nacht Süden Mitte aufklaren
train/02December_2010_Thursday_tagesschau-3634,dabei kühlt die eingeflossene kaltluft noch weiter aus,dabei kühlen eingeflossen kaltluft noch weiter
train/02December_2010_Thursday_tagesschau-3635,im norden sowie in alpennähe fällt heute nacht schnee ansonsten ist es gebietsweise auch längere zeit klar,Norden alpennähe fallen heute Nacht Schnee ansonsten es gebietsweise auch lang Zeit klar
train/02December_2010_Thursday_tagesschau-3638,auch in südbayern schneit es zeitweise,auch Südbayern schneien es zeitweise
train/02December_2010_Thursday_tagesschau-3639,im übrigen land mal sonne mal wolken und weitgehend trocken,übrig Land mal Sonne mal Wolke weitgehend trocken
train/02December_2010_Thursday_tagesschau-3640,in der südhälfte schwacher sonst auch mäßiger an der ostsee frischer wind aus west bis südwest,Südhälfte schwach sonst auch mäßig Ostsee frisch Wind West Südwest
train/02December_2010_Thursday_tagesschau-3641,bei längerem aufklaren heute nacht sehr strenger frost am wenigsten kalt in küstennähe,lang aufklar heute Nacht sehr streng Frost wenig kalt Küstennähe
train/02December_2010_Thursday_tagesschau-3642,morgen minus ein grad auf den friesischen inseln minus zehn im osten,morgen minus Grad friesisch inseln zehn Osten
train/02December_2010_Thursday_tagesschau-3643,am samstag eine mischung aus wolken und sonne später gebietsweise etwas schnee nicht mehr ganz so kalt,Samstag Mischung Wolke Sonne spät gebietsweise Schnee mehr ganz so kalt
train/02December_2010_Thursday_tagesschau-3644,ab sonntag sind zumindest im westen wieder plusgrade möglich,Sonntag zumindest Westen wieder Plusgrad möglich
train/02December_2010_Thursday_tagesschau-3645,da aber immer wieder wolken mit schnee und regen heranziehen kann es gefährlich glatt werden,da aber immer wieder Wolke Schnee Regen heranziehen es gefährlich glatt
train/22November_2011_Tuesday_tagesschau-3646,und nun die wettervorhersage für morgen mittwoch den dreiundzwanzigsten november,nun Wettervorhersage morgen Mittwoch dreiundzwanzigster November
train/22November_2011_Tuesday_tagesschau-3648,im norden machen sich allerdings schon wolken eines atlantischen tiefausläufers bemerkbar die in der zweiten wochenhälfte nachschub bekommen,Norden machen sich allerdings schon Wolke atlantisch tiefausläufers bemerkbar der zweiter Wochenhälfte nachschub bekommen
train/22November_2011_Tuesday_tagesschau-3649,aber der dringend benötigte regen lässt weiterhin auf sich warten,dringend benötigt Regen lässen weiterhin sich warten
train/22November_2011_Tuesday_tagesschau-3650,heute nacht ist es teils klar teils bildet sich wieder nebel oder hochnebel,heute Nacht es teils klar teils bilden sich wieder Nebel Hochnebel
train/22November_2011_Tuesday_tagesschau-3651,in der nordhälfte gibt es gelegentlich auch wolken und im nordwesten auch ein paar tropfen,Nordhälfte geben es gelegentlich auch Wolke Nordwesten auch tropfen
train/22November_2011_Tuesday_tagesschau-3652,im norden ist es morgen meist stark bewölkt vereinzelt regnet es ein wenig ansonsten nebel und sonne,Norden es morgen meist stark bewölkt vereinzelt regnen es wenig ansonsten Nebel Sonne
train/22November_2011_Tuesday_tagesschau-3653,die zeigt sich vor allem von hessen über thüringen bis nach sachsen sowie im höheren bergland,der zeigen sich alle hessen Thüringen Sachsen hoch bergland
train/22November_2011_Tuesday_tagesschau-3654,der wind weht schwach aus unterschiedlichen richtungen an der küste auch mäßig aus süd bis südwest,Wind wehen schwach unterschiedlich richtungen Küste auch mäßig Süd Südwest
train/22November_2011_Tuesday_tagesschau-3655,im aachener raum heute nacht bis plus fünf am alpenrand frostige minus fünf grad,aachen Raum heute Nacht plus fünf alpenrand frostig Minus fünf Grad
train/22November_2011_Tuesday_tagesschau-3656,morgen nur im westen noch zweistellige werte sonst zwei bis neun grad im nebel noch kühler,morgen nur Westen noch zweistellig werter sonst zwei neun Grad Nebel noch kühler
train/22November_2011_Tuesday_tagesschau-3657,am donnerstag ähnliches wetter am freitag im norden und nordwesten mal sonne mal wolken und windig gegen abend etwas regen sonst nebel und sonne,Donnerstag ähnlich Wetter Freitag Norden Nordwesten mal Sonne mal Wolken Windig abend Regen sonst Nebel Sonne
train/22November_2011_Tuesday_tagesschau-3658,am samstag überall ein wechsel aus sonne und wolken die einzelne schauer bringen,Samstag überall Wechsel Sonne Wolken einzeln Schauer bringen
train/23April_2010_Friday_tagesschau-3659,und nun die wettervorhersage für morgen samstag den vierundzwanzigsten april,nun Wettervorhersage morgen Samstag vierundzwanzigster April
train/23April_2010_Friday_tagesschau-3660,eine lang gestreckte hochdruckzone die von england bis zum schwarzen meer reicht bringt uns am wochenende viel sonne bei steigenden temperaturen,lang gestreckt Hochdruckzone der england schwarz Meer reichen bringen uns Wochenende Sonne steigend temperaturen
train/23April_2010_Friday_tagesschau-3661,im norden können allerdings die wolken eines tiefausläufers den sonnenschein etwas trüben es bleibt aber weitgehend trocken,Norden allerdings Wolke tiefausläufers Sonnenschein etwas trüben es bleiben aber weitgehend trocken
train/23April_2010_Friday_tagesschau-3662,in der nacht fällt in küstennähe vereinzelt etwas regen am alpenrand zunächst hier und da ein paar wolken später auch nebel sonst verbreitet klar,Nacht fallen Küstennähe vereinzelt Regen alpenrand zunächst hier da Wolke spät auch Nebel sonst verbreiten klar
train/23April_2010_Friday_tagesschau-3663,im süden und in der mitte gibt es morgen fast ungetrübten sonnenschein,Süden Mitte geben es morgen fast ungetrübt Sonnenschein
train/23April_2010_Friday_tagesschau-3664,im norden mal sonne mal wolken und meist trocken,norden mal Sonne mal Wolken meist trocken
train/23April_2010_Friday_tagesschau-3665,auch am alpenrand ein paar wolken und einzelne schauer sind dort am nachmittag nicht ausgeschlossen,auch alpenrand wolken einzeln Schauer dort Nachmittag ausschließen
train/23April_2010_Friday_tagesschau-3666,schwacher bis mäßiger wind aus nördlichen bis östlichen richtungen,schwach mäßig Wind nördlich östlich Richtung
train/23April_2010_Friday_tagesschau-3669,auch am sonntag viel sonne bei bis zu fünfundzwanzig grad,auch Sonntag Sonne bis zu fünfundzwanzig Grad
train/23April_2010_Friday_tagesschau-3670,im südwesten sind ab den nachmittagsstunden einzelne schauer und gewitter möglich,Südwesten nachmittagsstunden einzeln Schauer Gewitter möglich
train/23April_2010_Friday_tagesschau-3671,die neue woche beginnt insgesamt wechselhaft und etwas kühler aber am dienstag wird es von westen schon wieder freundlicher,neu Woche beginnen insgesamt wechselhaft etwas kühl Dienstag es Westen schon wieder freundlich
train/30May_2011_Monday_heute-3672,liebe zuschauer guten abend,lieb Zuschauer gut abend
train/30May_2011_Monday_heute-3673,dieser herrliche sonnentag heute ist symptomatisch für das sonnigste frühjahr seit beginn der wetteraufzeichnungen achtzehnhundertdreiundneunzig so jedenfalls der deutsche wetterdienst,herrlich Sonnentag heute symptomatisch sonnig Frühjahr Beginn wetteraufzeichnungen achtzehnhundertdreiundneunzig so jedenfalls deutsch Wetterdienst
train/30May_2011_Monday_heute-3674,für die meteorologen geht das frühjahr ja morgen zu ende und der letzte tag der wird nicht mehr so sonnig ausfallen denn ein tief das bringt eine deutliche abkühlung und damit eben auch schauer und gewitter,Meteorologen gehen Frühjahr ja morgen Ende letzter Tag der mehr so sonnig ausfallen tief der bringen deutlich Abkühlung damit eben auch Schauer Gewitter
train/30May_2011_Monday_heute-3675,erste schauer und gewitter werden heute nacht schon im westen und auch am alpenrand zum teil im bergland auftauchen,erster Schauer Gewitter heute Nacht schon Westen auch alpenrand Teil bergland auftauchen
train/30May_2011_Monday_heute-3676,sie werden sich morgen noch verstärken denn wir haben kräftige temperaturgegensätze,sie sich morgen noch verstärken wir haben kräftig temperaturgegensatz
train/30May_2011_Monday_heute-3678,und zwischen diesen unterschiedlichen luftmassen da können sich heftige gewitter mit starkregen sturmböen und hagel entwickeln die morgen im laufe des tages richtung osten ziehen am nachmittag oder im laufe des nachmittags auch die oder erreichen werden,unterschiedlich luftmassen da sich heftig Gewitter starkregen sturmböen Hagel entwickeln der morgen laufe tages Richtung osten ziehen Nachmittag laufe nachmittag auch der erreichen
train/30May_2011_Monday_heute-3679,nach westen hin da regnet es zum teil kräftig und dieser regen zieht dann auch langsam richtung osten,Westen hin da regnen es Teil kräftig Regen ziehen dann auch langsam Richtung
train/30May_2011_Monday_heute-3680,am mittwoch noch regen vor allen dingen in der mitte und auch im süden,Mittwoch noch Regen dingen Mitte auch Süden
train/30May_2011_Monday_heute-3681,donnerstag dann schon langsam wieder trockener,donnerstag dann schon langsam wieder trocken
train/30May_2011_Monday_heute-3682,und am freitag da sind wir dann schon wieder bei achtundzwanzig grad,Freitag da wir dann schon wieder achtundzwanzig grad
train/30May_2011_Monday_heute-3683,einen schönen abend wünsche ich ihnen noch,schön abend wünschen ich ihnen noch
train/19November_2011_Saturday_tagesschau-3684,und nun die wettervorhersage für morgen sonntag den zwanzigsten november,nun Wettervorhersage morgen Sonntag zwanzigster November
train/19November_2011_Saturday_tagesschau-3685,die verteilung der luftdruckgebiete über europa ähnelt sich seit einigen wochen,Verteilung luftdruckgebiete Europa ähneln sich Woche
train/19November_2011_Saturday_tagesschau-3686,so bestimmt auch morgen hoher luftdruck das wetter mit nebel wolken und sonne,so bestimmen auch morgen hoch luftdruck Wetter Nebel Wolken Sonne
train/19November_2011_Saturday_tagesschau-3687,an der donau und in der nordosthälfte beginnt die nacht meist trüb sonst teilweise klar,Donau Nordosthälfte beginnen Nacht meist trüb sonst teilweise klar
train/19November_2011_Saturday_tagesschau-3688,im laufe der nacht breiten sich dann aber vielerorts nebelfelder aus von südwesten her auch einige wolken mit etwas nieselregen,laufe Nacht breiten sich dann aber vielerorts Nebelfelder Südwesten her auch Wolke nieselregen
train/19November_2011_Saturday_tagesschau-3689,am tag ist es vielerorts trüb teilweise den ganzen tag über mitunter kämpft sich aber auch die sonne durch,Tag es vielerorts trüb teilweise ganz Tag mitunter kämpfen sich aber auch Sonne
train/19November_2011_Saturday_tagesschau-3690,ungestört scheint sie an dem alpen und dem erzgebirge,ungestört scheinen sie alpen erzgebirge
train/19November_2011_Saturday_tagesschau-3691,der wind weht morgen nur schwach im bergland auch mal mäßig,Wind wehen morgen nur schwach bergland auch mal mäßig
train/19November_2011_Saturday_tagesschau-3693,am tag null grad bei dauernebel im südosten und zwölf grad am niederrhein,Tag null Grad dauernebel Südosten zwölf Grad Niederrhein
train/19November_2011_Saturday_tagesschau-3694,die aussichten von montag bis mittwoch ändert sich das wetter kaum,Aussicht Montag Mittwoch ändern sich Wetter kaum
train/19November_2011_Saturday_tagesschau-3695,ruhiges herbstliches hochdruckwetter erwartet uns die höheren lagen sind dabei weiter sonnenbegünstigt,ruhig herbstlich Hochdruckwetter erwarten uns hoch lagen dabei weiter sonnenbegünstigt
train/14June_2010_Monday_tagesschau-3696,und nun die wettervorhersage für morgen dienstag den fünfzehnten juni,nun Wettervorhersage morgen Dienstag fünfzehnter Juni
train/14June_2010_Monday_tagesschau-3697,das hoch über nordwesteuropa bestimmt im norden und in der mitte deutschlands das wetter mit trockener aber kühler luft,hoch Nordwesteuropa bestimmen Norden Mitte Deutschland Wetter trocken kühl Luft
train/14June_2010_Monday_tagesschau-3698,im süden macht sich bereits morgen ein tief über dem mittelmeer bemerkbar,Süden machen sich bereits morgen tief Mittelmeer bemerkbar
train/14June_2010_Monday_tagesschau-3699,im süden vor allem zu beginn der nacht noch einzelne schauer sonst ist es teilweise klar,Süden alle Beginn Nacht noch einzeln Schauer sonst es teilweise klar
train/14June_2010_Monday_tagesschau-3700,im südwesten beginnt es gegen morgen stellenweise zu regnen,Südwesten beginnen es morgen stellenweise regnen
train/14June_2010_Monday_tagesschau-3701,am tag regnet es besonders südlich der donau hier und da einzelne gewitter sind dabei richtung norden scheint häufig die sonne,Tag regnen es besonders südlich Donau hier da einzeln Gewitter dabei Richtung Norden scheinen häufig Sonne
train/14June_2010_Monday_tagesschau-3702,der wind weht schwach bis mäßig,Wind wehen schwach mäßig
train/14June_2010_Monday_tagesschau-3703,später im westen und südwesten teilweise frischer wind mit starken bis stürmischen böen,spät Westen Südwesten teilweise frisch Wind stark stürmisch böen
train/14June_2010_Monday_tagesschau-3704,im schwarzwald auch sturmböen,Schwarzwald auch Sturmbö
train/14June_2010_Monday_tagesschau-3705,heute nacht vierzehn grad am oberrhein und fünf grad im osten,heute Nacht vierzehn Grad Oberrhein fünf grad Osten
train/14June_2010_Monday_tagesschau-3706,am tag fünfzehn grad an der ostsee und bis zu vierundzwanzig grad im rhein neckar raum,Tag fünfzehn Grad Ostsee bis zu vierundzwanzig Grad rhein Neckar raum
train/14June_2010_Monday_tagesschau-3707,auch am mittwoch ist es im norden freundlich in der mitte und im süden mehr wolken als sonne hier und da regnet es im süden auch gewitter,auch Mittwoch es Norden freundlich Mitte Süden Wolken Sonne hier da regnen es Süden auch Gewitter
train/14June_2010_Monday_tagesschau-3708,teilweise ist es windig,teilweise es windig
train/14June_2010_Monday_tagesschau-3709,am donnerstag auch im norden mehr wolken die regen bringen können sonst einige gewitterschauer,Donnerstag auch Norden Wolke Regen bringen sonst Gewitterschauer
train/14June_2010_Monday_tagesschau-3710,am freitag mehr wolken als sonne stellenweise schauer oder gewitter,Freitag Wolke Sonne stellenweise Schauer Gewitter
train/24January_2011_Monday_tagesschau-3711,und nun die wettervorhersage für morgen dienstag den fünfundzwanzigsten januar,nun Wettervorhersage morgen Dienstag fünfundzwanzigster Januar
train/24January_2011_Monday_tagesschau-3713,er bringt regen und schneefälle,er bringen Regen schneefälle
train/24January_2011_Monday_tagesschau-3714,in der zweiten wochenhälfte erwartet uns ruhiges kaltes winterwetter,zweiter Wochenhälfte erwarten uns ruhig kalt Winterwetter
train/24January_2011_Monday_tagesschau-3715,dann dehnt sich das hoch über dem atlantik weiter nach osten aus,dann dehnen sich der hoch Atlantik weiter Osten
train/24January_2011_Monday_tagesschau-3716,heute nacht regnet oder schneit es hier und da etwas im südosten bayerns anfangs auch noch kräftiger,heute Nacht regnen schneien es hier da etwas Südosten Bayern anfangs auch noch kräftig
train/24January_2011_Monday_tagesschau-3717,vorsicht glätte,Vorsicht glätte
train/24January_2011_Monday_tagesschau-3718,später kommt von der nordsee verbreitet regen auf,spät kommen Nordsee verbreiten Regen
train/24January_2011_Monday_tagesschau-3719,tagsüber verlagert sich das niederschlagsgebiet von nordwesten über die mitte in den südosten im nordwesten sowie im flachland regen der gefrieren kann richtung südosten geht der regen in schnee über,tagsüber verlagern sich niederschlagsgebiet Nordwesten Mitte Südosten Nordwesten flachland Regen gefrieren richtung Südosten gehen Regen Schnee
train/24January_2011_Monday_tagesschau-3721,heute nacht drei grad im nordwesten im allgäu minus sechs grad,heute Nacht drei Grad Nordwesten allgäu sechs Grad
train/24January_2011_Monday_tagesschau-3722,am tag minus ein grad im bayerischen wald und sechs grad an der ems,Tag Grad bayerisch Wald sechs Grad ems
train/24January_2011_Monday_tagesschau-3723,am mittwoch vor allem im süden und westen stellenweise schnee oder regen,Mittwoch alle Süden Westen stellenweise Schnee Regen
train/24January_2011_Monday_tagesschau-3724,am donnerstag nur hier und da etwas schnee neben dichten wolken etwas sonne,Donnerstag nur hier da Schnee dicht Wolke Sonne
train/24January_2011_Monday_tagesschau-3725,auch am freitag ruhiges winterliches und weitgehend trockenes wetter,auch Freitag ruhig winterlich weitgehend trocken Wetter
train/22April_2010_Thursday_tagesschau-3726,und nun die wettervorhersage für morgen freitag den dreiundzwanzigsten april,nun Wettervorhersage morgen Freitag dreiundzwanzigster April
train/22April_2010_Thursday_tagesschau-3727,der norden deutschlands wird morgen noch von einem schwachen tiefausläufer und seinen wolken gestreift,Norden Deutschland morgen noch schwach tiefausläufer Wolke streifen
train/22April_2010_Thursday_tagesschau-3728,auch etwas regen ist dort dabei,auch regen dort dabei
train/22April_2010_Thursday_tagesschau-3729,ansonsten scheint unter hochdruckeinfluss verbreitet die sonne,ansonsten scheinen Hochdruckeinfluss verbreiten Sonne
train/22April_2010_Thursday_tagesschau-3730,heute nacht ist der himmel meist sternenklar und morgen wird es fast überall sonnig,heute Nacht Himmel meist sternenklar morgen es fast überall sonnig
train/22April_2010_Thursday_tagesschau-3731,in küstennähe tauchen teilweise dichtere wolken auf und vereinzelt fällt dort etwas regen,Küstennähe tauchen teilweise dicht Wolke vereinzelt fallen dort Regen
train/22April_2010_Thursday_tagesschau-3732,im süden gibt es einige dünne schleierwolken aber nur am alpenrand besteht ein geringes schauerrisiko,Süden geben es dünn Schleierwolke nur alpenrand bestehen gering Schauerrisiko
train/22April_2010_Thursday_tagesschau-3733,schwacher bis mäßiger an der küste teilweise frischer wind im süden weht er aus nordöstlichen im norden aus westlichen richtungen,schwach mäßig Küste teilweise frisch Wind Süden wehen er nordöstlich Norden westlich Richtung
train/22April_2010_Thursday_tagesschau-3734,heute nacht verbreitet leichter frost oder werte nahe dem gefrierpunkt an der nordsee bis plus vier grad,heute Nacht verbreiten leicht Frost werte Gefrierpunkt Nordsee vier Grad
train/22April_2010_Thursday_tagesschau-3735,dort morgen frische neun grad im süden dagegen warme siebzehn bis einundzwanzig grad,dort morgen frisch neun Grad Süden dagegen warm siebzehn einundzwanzig Grad
train/22April_2010_Thursday_tagesschau-3737,im laufe des sonntags sind im südwesten einzelne schauer oder gewitter möglich,laufe Sonntags Südwesten einzeln Schauer Gewitter möglich
train/05May_2011_Thursday_heute-3739,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/05May_2011_Thursday_heute-3740,trockenheit und frost setzen der landwirtschaft zu,trockenheit frost setzen landwirtschaft
train/05May_2011_Thursday_heute-3741,hier ein paar weinreben herrlich so sollen sie derzeit aussehen,hier weinrebe herrlich so sie derzeit aussehen
train/05May_2011_Thursday_heute-3742,mit den blüten richtig stolz strecken sich die triebe in die höhe,Blüte richtig stolz strecken sich triebe Höhe
train/05May_2011_Thursday_heute-3743,aber nach dem frost der vergangenen tage jetzt ist es eben soweit dass diese triebe abgefroren sind sie sind braun und das bedeutet eben ernteeinbußen auch beim wein überall eigentlich in deutschland,Frost vergangen tage jetzt es eben soweit triebe abgefroren sie braun der bedeuten eben ernteeinbußen auch Wein überall eigentlich Deutschland
train/05May_2011_Thursday_heute-3744,heute nacht gibt es frost noch im süden da wird kein wein angebaut eher noch in sachsen aber da gibt es höchstens noch ein bisschen bodenfrost,heute Nacht geben es Frost noch Süden da Wein anbauen eher noch Sachsen da geben es höchstens noch bisschen Bodenfrost
train/05May_2011_Thursday_heute-3745,und morgen wird es für uns alle wärmer insgesamt auch im nordosten immerhin dort sechzehn bis zweiundzwanzig grad und im westen noch wärmer dreiundzwanzig bis fünfundzwanzig grad wieder,morgen es uns alle warm insgesamt auch Nordosten immerhin dort sechzehn zweiundzwanzig Grad Westen noch wärm dreiundzwanzig fünfundzwanzig Grad wieder
train/05May_2011_Thursday_heute-3746,trockenheit den ganzen tag über sonniges wetter herrlich kann man auch sagen und sonst wird es ein paar hohe schleierwolken im westen und in der mitte geben,trockenheit ganz Tag sonnig Wetter herrlich man auch sagen sonst es hoch Schleierwolke Westen Mitte geben
train/05May_2011_Thursday_heute-3748,hohe waldbrandgefahr dadurch natürlich die wälder sind knochentrocken und das vor allen dingen norddeutschland,hoch Waldbrandgefahr dadurch natürlich wälder knochentrock der dingen Norddeutschland
train/05May_2011_Thursday_heute-3749,aber bis zum wochenende wird es auch hier im westen richtig ernst und gefährlich in den wäldern dass es zu bränden kommen könnte,Wochenende es auch hier Westen richtig ernst gefährlich wäldern es bränden kommen
train/05May_2011_Thursday_heute-3750,es geht nämlich weiterhin sonnig trocken und warm weiter letztendlich vor allen dingen im westen temperaturen bis sechsundzwanzig siebenundzwanzig grad und auch in der neuen woche,es gehen nämlich weiterhin sonnig trocken warm weiter letztendlich dingen Westen temperaturen sechsundzwanzig siebenundzwanzig Grad auch neu Woche
train/05May_2011_Thursday_heute-3751,ihnen noch einen schönen abend und machen sie es gut,ihnen noch schön abend machen sie es gut
train/25May_2010_Tuesday_heute-3752,liebe zuschauer guten abend,lieb Zuschauer gut abend
train/25May_2010_Tuesday_heute-3753,nach dem sturm ist vor dem sturm,Sturm Sturm
train/25May_2010_Tuesday_heute-3754,die gewitterlage ist noch nicht vorbei jetzt kommen die gewitter aus südwesten in dieser schwül warmen luft,Gewitterlage noch vorbei jetzt kommen Gewitter Südwesten schwül warm Luft
train/25May_2010_Tuesday_heute-3756,die größte wahrscheinlichkeit für regen und gewitter heute nacht im gesamten südwesten morgen zum teil frühmorgens der dauerregen auch richtung osten,groß wahrscheinlichkeit Regen Gewitter heute Nacht gesamt Südwesten morgen Teil frühmorgen Dauerregen auch Richtung
train/25May_2010_Tuesday_heute-3757,und es kann unwetter geben durch starkregen sturmböen anfangs auch hagel,es Unwetter geben Starkregen Sturmbö anfangs auch Hagel
train/25May_2010_Tuesday_heute-3758,nur im norden da passiert nicht viel und das wird auch morgen der fall sein,nur Norden da passieren viel der auch morgen Fall
train/25May_2010_Tuesday_heute-3759,ganz freundliches trockenes wetter aber über der mitte nach wie vor zum teil kräftiger dauerregen mit gewittern durchsetzt weiterhin unwettergefahr durch starkregen und sturmböen,ganz freundlich trocken Wetter Mitte nach vor Teil kräftig dauerregen gewittern durchsetzen weiterhin unwettergefahr Starkregen Sturmbö
train/25May_2010_Tuesday_heute-3760,das ganze breitet sich noch weiter richtung norden und auch richtung süden aus,ganz breiten sich noch weiter richtung Norden auch richtung Süden
train/25May_2010_Tuesday_heute-3761,und von der temperatur her bleibt es im norden ähnlich wie heute im süden immer noch am wärmsten aber nicht mehr ganz so warm wie heute,Temperatur bleiben es Norden ähnlich heute Süden immer noch wärm mehr ganz so warm heute
train/25May_2010_Tuesday_heute-3762,die nächsten tage bringen dann insgesamt zwar weniger gewitter aber immer noch schauer und höchsttemperaturen so bis maximal zwanzig grad,nächster Tag bringen dann insgesamt zwar Gewitter immer noch Schauer höchsttemperaturen so maximal zwanzig Grad
train/25May_2010_Tuesday_heute-3763,wenn sie neues zu unwetterwarnungen erfahren möchten können sie das jederzeit bei uns im internet über den zdf text oder eben auch über wetter zdf punkt d e,sie neu unwetterwarnungen erfahren sie der jederzeit uns Internet zdf Text eben auch Wetter punkt
train/25May_2010_Tuesday_heute-3764,jetzt wünsche ich ihnen noch einen angenehmen abend,jetzt wünschen ich ihnen noch angenehm abend
train/23February_2011_Wednesday_heute-3765,guten abend liebe zuschauer,gut abend lieb Zuschauer
train/23February_2011_Wednesday_heute-3766,unser wetter wird wieder ein bisschen grauer also so einen blauen himmel heute in würzburg den wird man morgen nicht mehr so erleben,Wetter wieder grau also so blau Himmel heute würzburg der man morgen mehr so erleben
train/23February_2011_Wednesday_heute-3767,dort liegt allerdings auch kein schnee,dort liegen allerdings auch Schnee
